order_id,order_date,customer_name,customer_email,city,product_name,category,quantity,unit_price,discount_pct,discount_amount,total_price,payment_method,status
ORD-0188,2025-09-18,Yashica Zacharia,nayarkaran@example.net,Ludhiana,Pen Set,Stationery,5,250,10,25.0,1125.0,Credit Card,Completed
ORD-0189,2025-10-20,Nicholas Golla,rakshabassi@example.com,Chennai,Headphones,Electronics,3,2999,15,449.85,7647.45,UPI,Returned
ORD-0190,2025-10-15,Sachi Mane,ikaur@example.org,Hyderabad,Mouse,Electronics,2,499,20,99.8,798.4,Cash,Pending
ORD-0191,2025-09-24,Rishi Pillai,xshenoy@example.com,Kolkata,Pen Set,Stationery,1,250,20,50.0,200.0,UPI,Completed
ORD-0192,2026-03-25,Yadavi Wable,medwin@example.net,Ludhiana,Mouse,Electronics,4,499,0,0.0,1996.0,Net Banking,Returned
ORD-0193,2025-07-19,Charles Srivastava,harshil81@example.com,Hyderabad,Pen Set,Stationery,1,250,15,37.5,212.5,Cash,Completed
ORD-0194,2025-06-28,Anjali Sengupta,rajeshrichand@example.org,Mumbai,Pen Set,Stationery,5,250,0,0.0,1250.0,Cash,Completed
ORD-0195,2026-04-09,Ikshita Bala,zbera@example.net,Delhi,Monitor,Electronics,1,18000,0,0.0,18000.0,UPI,Completed
ORD-0196,2025-10-19,Libni Bumb,udarsh05@example.org,HYDERABAD,Headphones,Electronics,1,2999,0,0.0,2999.0,Net Banking,Completed
ORD-0197,2026-04-17,Madhav Devan,mangaturmi@example.net,Kolkata,Monitor,Electronics,4,18000,0,0.0,72000.0,Net Banking,Completed
ORD-0198,2026-04-14,Upasna Sen,buchanirudh@example.com,Pune,Monitor,Electronics,1,18000,20,3600.0,14400.0,Net Banking,Returned
ORD-0199,2025-08-18,Pallavi Choudhry,wazir41@example.org,Chennai,Notebook,Stationery,1,120,15,18.0,102.0,Credit Card,Returned
ORD-0200,2025-08-27,Tanvi Bhatnagar,tataamol@example.net,Chennai,Headphones,Electronics,2,2999,20,599.8,4798.4,UPI,Completed
ORD-0201,2025-12-13,Maanas Manne,nagarwal@example.com,Ludhiana,Pen Set,Stationery,1,250,5,12.5,237.5,Credit Card,Completed
ORD-0202,2025-08-28,Rachit Chada,ekansh88@example.net,Hyderabad,Headphones,Electronics,1,2999,15,449.85,2549.15,Net Banking,Completed
ORD-0203,2026-03-28,Madhavi Singhal,ramkashvi@example.com,Bangalore,Laptop,Electronics,3,55000,0,0.0,165000.0,Net Banking,Completed
ORD-0204,2026-03-13,Ishanvi Bir,wridesh19@example.net,Hyderabad,Mouse,Electronics,5,499,0,0.0,2495.0,Credit Card,Completed
ORD-0205,2026-03-16,Kiaan Basu,hamsini27@example.net,LUDHIANA,Keyboard,Electronics,5,999,0,0.0,4995.0,Credit Card,Completed
ORD-0206,2025-11-28,Krishna Bhatnagar,sbansal@example.org,Delhi,Notebook,Stationery,2,120,0,0.0,240.0,Credit Card,Completed
ORD-0207,2025-06-13,Benjamin Mutti,yutika68@example.com,CHENNAI,Pen Set,Stationery,2,250,10,25.0,450.0,UPI,Completed
ORD-0208,2025-09-02,Rayaan Mangal,champak54@example.org,KOLKATA,Notebook,Stationery,1,120,0,0.0,120.0,Net Banking,Completed
ORD-0209,2026-04-02,Rajeshri Ratta,vraju@example.org,Chennai,Mouse,Electronics,4,499,5,24.95,1896.2,Net Banking,Pending
ORD-0210,2025-12-05,Jhalak Venkataraman,fitan61@example.com,Hyderabad,Mouse,Electronics,4,499,10,49.9,1796.4,Net Banking,Completed
ORD-0211,2026-01-15,Chaaya Nagi,buchfalak@example.net,Delhi,Notebook,Stationery,4,-999,15,18.0,408.0,UPI,Returned
ORD-0212,2025-09-18,Sanaya Sandhu,sachipanchal@example.com,Mumbai,Monitor,Electronics,4,18000,15,2700.0,61200.0,Cash,Returned
ORD-0213,2025-06-12,Radhika Maharaj,bordenidra@example.com,BANGALORE,Mouse,Electronics,1,499,0,0.0,499.0,UPI,Completed
ORD-0214,2025-12-12,Azaan Dhar,ibanerjee@example.org,Chennai,Notebook,Stationery,5,120,15,18.0,510.0,Cash,Pending
ORD-0215,2025-08-26,Janaki Rajagopal,dubeshivani@example.com,Kolkata,Notebook,Stationery,4,120,10,12.0,432.0,UPI,Completed
ORD-0216,2025-10-18,Faraj Devan,mitali54@example.org,Hyderabad,Desk Chair,Furniture,4,8500,5,425.0,32300.0,Cash,Completed
ORD-0217,2025-07-10,Quincy Tata,qdalal@example.com,Mumbai,Headphones,Electronics,4,2999,5,149.95,11396.2,Debit Card,Returned
ORD-0218,2026-02-24,Tanish Mangal,hiyengar@example.org,Bangalore,Pen Set,Stationery,3,250,0,0.0,750.0,Cash,Completed
ORD-0219,2026-04-23,Siya Gera,zchahal@example.net,Kolkata,Mouse,Electronics,1,499,0,0.0,499.0,UPI,Completed
ORD-0220,2026-04-20,Idika Bhattacharyya,charita22@example.com,Chennai,Keyboard,Electronics,5,999,0,0.0,4995.0,UPI,Returned
ORD-0221,2025-12-10,Jairaj Iyer,warjastak@example.org,Delhi,Pen Set,Stationery,4,250,20,50.0,800.0,Debit Card,Pending
ORD-0222,2025-10-14,Unni Dayal,bhattidayamai@example.com,Hyderabad,Notebook,Stationery,3,120,0,0.0,360.0,Credit Card,Returned
ORD-0223,2026-03-01,Nirja Rout,dassedhitha@example.net,Chennai,Desk Chair,Furniture,1,8500,0,0.0,8500.0,UPI,Completed
ORD-0224,2025-06-24,Unnati Varughese,kabir89@example.org,Delhi,Desk Chair,Furniture,4,8500,20,1700.0,27200.0,Net Banking,Completed
ORD-0225,2026-03-21,Rachita Thakkar,dashzarna@example.org,LUDHIANA,Laptop,Electronics,2,55000,0,0.0,110000.0,Debit Card,Completed
ORD-0226,2025-09-22,Neel Naidu,hiralvenkataraman@example.com,Bangalore,Laptop,Electronics,2,55000,20,11000.0,88000.0,Net Banking,Returned
ORD-0227,2026-04-20,Zashil Hegde,jeremiah49@example.net,Delhi,Mouse,Electronics,2,499,15,74.85,848.3,UPI,Pending
ORD-0228,2025-07-02,Mitesh Garg,benjamin01@example.org,PUNE,Desk Chair,Furniture,4,8500,5,425.0,32300.0,Debit Card,Completed
ORD-0229,2026-01-31,Shivansh Saha,tankbimala@example.net,Chennai,Pen Set,Stationery,3,250,15,37.5,637.5,Net Banking,Pending
ORD-0230,2025-09-21,Yash Ravi,sudiksha10@example.org,Bangalore,Mouse,Electronics,1,499,0,0.0,499.0,Net Banking,Completed
ORD-0231,2025-11-13,Veda Shetty,harinidhawan@example.com,Kolkata,Mouse,Electronics,3,499,5,24.95,1422.15,Cash,Pending
ORD-0232,2026-04-26,Hemani Rastogi,kamalavarma@example.net,Hyderabad,Headphones,Electronics,4,2999,0,0.0,11996.0,Net Banking,Completed
ORD-0233,2025-07-07,Wyatt Shukla,lokeshivani@example.org,Ludhiana,Pen Set,Stationery,4,250,0,0.0,1000.0,Net Banking,Returned
ORD-0234,2025-07-20,Chandresh Mannan,psahota@example.org,KOLKATA,Notebook,Stationery,1,120,0,0.0,120.0,Net Banking,Completed
ORD-0235,2026-04-07,Dhriti Gupta,wishivarma@example.com,Hyderabad,Laptop,Electronics,2,55000,0,0.0,110000.0,Credit Card,Completed
ORD-0236,2025-12-06,Widisha Bajaj,ramaswamyyashasvi@example.com,Delhi,Notebook,Stationery,3,120,0,0.0,360.0,Cash,Returned
ORD-0237,2025-08-28,Ira Bava,mandawarda@example.net,Hyderabad,Keyboard,Electronics,2,999,5,49.95,1898.1,Net Banking,Pending
ORD-0238,2026-05-04,Bhavika Yadav,chokshiraagini@example.org,Delhi,Pen Set,Stationery,1,250,5,12.5,237.5,Cash,Completed
ORD-0239,2026-05-04,Jasmit Rau,chakradev60@example.net,Chennai,Headphones,Electronics,1,2999,20,599.8,2399.2,Net Banking,Returned
ORD-0240,2025-12-31,Janani Mani,rajuyamini@example.com,Mumbai,Monitor,Electronics,4,18000,0,0.0,72000.0,Cash,Completed
ORD-0241,2026-03-19,Jagat Dave,rameshkashvi@example.com,Pune,Pen Set,Stationery,2,250,20,50.0,400.0,Debit Card,Completed
ORD-0242,2025-12-29,Maanas Issac,ctella@example.org,Kolkata,Monitor,Electronics,1,18000,0,0.0,18000.0,Net Banking,Returned
ORD-0243,2025-06-11,Gauri Som,mdixit@example.net,Ludhiana,Mouse,Electronics,4,499,20,99.8,1596.8,Debit Card,Completed
ORD-0244,2025-07-20,Eiravati Gaba,lmistry@example.com,Mumbai,Pen Set,Stationery,2,250,0,0.0,500.0,Net Banking,Pending
ORD-0245,2025-12-10,Chandani Soman,pillaygarima@example.net,Bangalore,Desk Chair,Furniture,3,8500,0,0.0,25500.0,Credit Card,Completed
ORD-0246,2025-07-08,Darika Bala,planka@example.net,Bangalore,Keyboard,Electronics,3,999,0,0.0,2997.0,Net Banking,Completed
ORD-0247,2026-01-06,Charan Srinivasan,lajitadivan@example.net,Pune,Mouse,Electronics,2,499,20,99.8,798.4,Cash,Pending
ORD-0248,2025-08-29,Imaran Halder,sastrydipta@example.com,Chennai,Headphones,Electronics,5,2999,15,449.85,12745.75,Debit Card,Completed
ORD-0249,2025-07-24,Samar Roy,tbhatia@example.org,Pune,Headphones,Electronics,1,2999,5,149.95,2849.05,Debit Card,Completed
ORD-0250,2025-12-14,Ekta Sridhar,lmurthy@example.com,MUMBAI,Laptop,Electronics,3,55000,10,5500.0,148500.0,Debit Card,Returned
ORD-0251,2026-05-16,Irya Lalla,phanda@example.com,Chennai,Headphones,Electronics,1,2999,0,0.0,2999.0,Debit Card,Completed
ORD-0252,2025-12-29,Umang Mishra,sarthak75@example.com,Kolkata,Mouse,Electronics,5,499,10,49.9,2245.5,Cash,Pending
ORD-0253,2025-10-09,Bhavna Dara,wrana@example.org,Hyderabad,Laptop,Electronics,4,55000,20,11000.0,176000.0,Debit Card,Pending
ORD-0254,2025-09-16,Bhavna Brar,riya47@example.org,DELHI,Headphones,Electronics,5,2999,0,0.0,14995.0,Cash,Completed
ORD-0255,2025-08-13,Anita Devan,khatrixavier@example.org,Bangalore,Pen Set,Stationery,1,250,10,25.0,225.0,UPI,Completed
ORD-0256,2026-02-11,Viraj Ben,sachdevganga@example.net,Bangalore,Headphones,Electronics,4,2999,10,299.9,10796.4,Debit Card,Completed
ORD-0257,2025-11-26,Laksh Ahluwalia,niharikasoni@example.com,Chennai,Notebook,Stationery,4,120,5,6.0,456.0,Net Banking,Completed
ORD-0258,2026-02-03,Bhavna Nagi,daniel19@example.org,Mumbai,Pen Set,Stationery,1,250,0,0.0,250.0,Net Banking,Returned
ORD-0259,2025-12-20,Parth Sahni,balhaarranganathan@example.com,Bangalore,Notebook,Stationery,3,120,15,18.0,306.0,Debit Card,Completed
ORD-0260,2025-08-07,Baljiwan Andra,hredhaan54@example.com,Kolkata,Keyboard,Electronics,3,999,0,0.0,2997.0,Credit Card,Pending
ORD-0261,2026-01-31,Krish Thaman,mmahajan@example.org,Kolkata,Mouse,Electronics,3,499,10,49.9,1347.3,Debit Card,Completed
ORD-0262,2025-10-02,Tara Kurian,akshaynazareth@example.com,Chennai,Mouse,Electronics,4,499,10,49.9,1796.4,UPI,Completed
ORD-0263,2026-01-02,Parth Ravi,uvarma@example.org,Chennai,Notebook,Stationery,2,120,0,0.0,240.0,Cash,Completed
ORD-0264,2025-10-29,Qasim Dey,,Mumbai,Desk Chair,Furniture,2,8500,0,0.0,17000.0,Debit Card,Completed
ORD-0265,2025-09-05,Warinder Sekhon,forum49@example.net,Bangalore,Laptop,Electronics,3,55000,20,11000.0,132000.0,Net Banking,Returned
ORD-0266,2026-01-04,Advika Parsa,daviddani@example.com,Bangalore,Keyboard,Electronics,2,999,0,0.0,1998.0,Cash,Completed
ORD-0267,2025-09-23,Nidra Thakkar,jacob45@example.net,HYDERABAD,Monitor,Electronics,3,18000,15,2700.0,45900.0,Cash,Pending
ORD-0268,2025-08-20,Kiaan Sridhar,suhaniprakash@example.com,Hyderabad,Notebook,Stationery,4,120,0,0.0,480.0,Debit Card,Returned
ORD-0269,2026-02-23,Tejas Kota,vorasanya@example.net,Pune,Desk Chair,Furniture,3,8500,15,1275.0,21675.0,Cash,Completed
ORD-0270,2026-02-24,Faras Choudhury,tiwarisamaksh@example.net,Kolkata,Monitor,Electronics,5,18000,10,1800.0,81000.0,Credit Card,Completed
ORD-0271,2025-12-21,Nitesh Narang,rdada@example.org,Pune,Keyboard,Electronics,3,999,0,0.0,2997.0,Debit Card,Pending
ORD-0272,2026-03-01,Gavin Uppal,dbhakta@example.org,Mumbai,Mouse,Electronics,5,499,20,99.8,1996.0,Debit Card,Completed
ORD-0273,2025-12-12,Tanmayi Bhardwaj,,Bangalore,Keyboard,Electronics,3,999,5,49.95,2847.15,Cash,Completed
ORD-0274,2025-10-27,Aarush Kamdar,bathpallavi@example.com,Delhi,Desk Chair,Furniture,4,8500,0,0.0,34000.0,Cash,Completed
ORD-0275,2026-02-23,Darpan Biswas,sbalay@example.com,Hyderabad,Monitor,Electronics,5,18000,0,0.0,90000.0,Cash,Completed
ORD-0276,2025-08-04,Osha Prasad,,Chennai,Pen Set,Stationery,2,250,0,0.0,500.0,UPI,Completed
ORD-0277,2025-06-27,Ijaya Dani,mayawadhwa@example.org,Ludhiana,Keyboard,Electronics,2,999,0,0.0,1998.0,Cash,Completed
ORD-0278,2026-03-05,Aarush Bajaj,ubika86@example.net,Delhi,Headphones,Electronics,4,2999,10,299.9,10796.4,UPI,Completed
ORD-0279,2025-10-21,Yug Sharma,mohammed43@example.net,BANGALORE,Notebook,Stationery,2,120,20,24.0,192.0,Net Banking,Pending
ORD-0280,2026-03-20,Azad Saini,khoslasamuel@example.org,Ludhiana,Monitor,Electronics,1,18000,20,3600.0,14400.0,Credit Card,Completed
ORD-0281,2025-07-05,Sanya Bava,chaitanyaratti@example.com,Kolkata,Mouse,Electronics,1,499,0,0.0,499.0,Net Banking,Returned
ORD-0282,2025-08-26,Daksh Dey,vivaan95@example.net,Pune,Mouse,Electronics,1,499,20,99.8,399.2,Net Banking,Pending
ORD-0283,2026-01-14,Warjas Mittal,timothysachdev@example.com,Hyderabad,Laptop,Electronics,5,55000,10,5500.0,247500.0,Credit Card,Completed
ORD-0284,2025-09-10,Parth Sane,wbatta@example.net,Chennai,Monitor,Electronics,1,18000,10,1800.0,16200.0,Credit Card,Pending
ORD-0285,2026-02-11,Eiravati Saha,tdixit@example.com,Mumbai,Monitor,Electronics,2,18000,15,2700.0,30600.0,Net Banking,Completed
ORD-0286,2025-08-06,Wridesh Kar,maanas70@example.net,Delhi,Mouse,Electronics,5,499,10,49.9,2245.5,Cash,Returned
ORD-0287,2025-11-03,Krish Rama,aadhyajani@example.com,Ludhiana,Laptop,Electronics,4,55000,0,0.0,220000.0,UPI,Completed
ORD-0288,2026-02-02,Shivani Prabhakar,wasonrayaan@example.org,Mumbai,Mouse,Electronics,3,499,0,0.0,1497.0,Net Banking,Completed
ORD-0289,2025-09-08,Balveer Bora,teerthsrinivas@example.org,Chennai,Keyboard,Electronics,1,999,0,0.0,999.0,Credit Card,Returned
ORD-0290,2026-04-29,Chavvi Aurora,ranveerdalal@example.net,Bangalore,Headphones,Electronics,2,2999,20,599.8,4798.4,UPI,Returned
ORD-0291,2026-03-15,Xavier Jayaraman,jkhatri@example.com,Delhi,Laptop,Electronics,3,55000,0,0.0,165000.0,Credit Card,Completed
ORD-0292,2026-03-24,Lajita Shukla,darika45@example.net,Kolkata,Pen Set,Stationery,3,250,10,25.0,675.0,Net Banking,Returned
ORD-0293,2026-05-04,Unnati Chaudhari,nnagarajan@example.com,Hyderabad,Notebook,Stationery,1,120,20,24.0,96.0,Debit Card,Completed
ORD-0294,2025-09-25,Chakradev Kant,,Mumbai,Laptop,Electronics,3,55000,0,0.0,165000.0,Debit Card,Returned
ORD-0295,2026-05-25,Chakrika Dua,forumkarpe@example.com,Chennai,Monitor,Electronics,4,18000,5,900.0,68400.0,Credit Card,Returned
ORD-0296,2026-01-03,Xalak Nazareth,vrinda77@example.org,Ludhiana,Headphones,Electronics,3,2999,20,599.8,7197.6,UPI,Returned
ORD-0297,2026-03-07,Omkaar Dey,igour@example.net,Bangalore,Mouse,Electronics,4,499,10,49.9,1796.4,Net Banking,Completed
ORD-0298,2025-06-18,Falan Bava,sacharlaksh@example.net,Chennai,Pen Set,Stationery,1,250,0,0.0,250.0,Debit Card,Completed
ORD-0299,2025-08-24,Matthew Andra,yashasvishah@example.com,Kolkata,Headphones,Electronics,5,2999,15,449.85,12745.75,Credit Card,Returned
ORD-0300,2025-06-19,Vinaya Babu,walinisha@example.org,Chennai,Pen Set,Stationery,4,250,0,0.0,1000.0,Net Banking,Returned
ORD-0301,2025-06-02,Bhavini Badal,ggola@example.org,Kolkata,Notebook,Stationery,1,120,0,0.0,120.0,Debit Card,Pending
ORD-0302,2025-12-16,Wridesh Handa,irya46@example.org,Pune,Keyboard,Electronics,1,999,0,0.0,999.0,UPI,Completed
ORD-0303,2025-10-18,Tripti Kohli,charitabuch@example.net,CHENNAI,Mouse,Electronics,2,499,20,99.8,798.4,Debit Card,Returned
ORD-0304,2026-04-25,Girik Ravi,jpurohit@example.com,Pune,Laptop,Electronics,5,55000,0,0.0,275000.0,Debit Card,Completed
ORD-0305,2025-06-17,Onveer Butala,psaraf@example.com,Bangalore,Headphones,Electronics,1,2999,10,299.9,2699.1,Net Banking,Completed
ORD-0306,2026-01-01,Brijesh Karpe,,Ludhiana,Monitor,Electronics,3,18000,15,2700.0,45900.0,Credit Card,Completed
ORD-0307,2026-05-20,Avni Bali,divyababu@example.org,Kolkata,Laptop,Electronics,2,55000,5,2750.0,104500.0,Net Banking,Completed
ORD-0308,2026-01-09,Mitali Bose,nicholas93@example.net,Pune,Notebook,Stationery,3,120,15,18.0,306.0,Credit Card,Pending
ORD-0309,2026-04-16,Garima Rajagopalan,farhantella@example.net,Mumbai,Notebook,Stationery,4,120,0,0.0,480.0,Credit Card,Completed
ORD-0310,2025-10-08,Guneet Sarkar,faqidoak@example.net,Pune,Headphones,Electronics,2,2999,15,449.85,5098.3,UPI,Completed
ORD-0311,2026-03-21,Eta Balan,shravya73@example.com,Ludhiana,Pen Set,Stationery,1,250,10,25.0,225.0,Debit Card,Completed
ORD-0312,2025-12-27,Rachana Grewal,xchada@example.net,Hyderabad,Keyboard,Electronics,3,999,10,99.9,2697.3,UPI,Completed
ORD-0313,2025-09-18,Ethan Butala,mitesh62@example.net,Pune,Keyboard,Electronics,2,999,20,199.8,1598.4,UPI,Completed
ORD-0314,2025-10-25,Jalsa Chhabra,ahluwaliadarika@example.com,BANGALORE,Pen Set,Stationery,4,250,20,50.0,800.0,Net Banking,Completed
ORD-0315,2025-10-13,Harsh Deo,groverraagini@example.com,Pune,Mouse,Electronics,3,499,5,24.95,1422.15,Net Banking,Returned
ORD-0316,2025-12-29,Harshil Bal,pandyagirik@example.net,Bangalore,Monitor,Electronics,5,18000,0,0.0,90000.0,Debit Card,Completed
ORD-0317,2026-01-14,Lekha Arora,odika61@example.net,Chennai,Headphones,Electronics,4,2999,15,449.85,10196.6,Credit Card,Pending
ORD-0318,2026-05-11,Omkaar Rai,liamluthra@example.com,Delhi,Keyboard,Electronics,2,999,5,49.95,1898.1,UPI,Pending
ORD-0319,2025-09-08,Madhav Bhatnagar,radhikamajumdar@example.com,Bangalore,Keyboard,Electronics,3,999,0,0.0,2997.0,Debit Card,Completed
ORD-0320,2025-09-20,Faraj Patel,yatin79@example.net,Mumbai,Pen Set,Stationery,5,250,0,0.0,1250.0,Debit Card,Completed
ORD-0321,2025-08-10,Hredhaan Deshmukh,abeer65@example.net,Ludhiana,Notebook,Stationery,2,120,15,18.0,204.0,Net Banking,Pending
ORD-0322,2025-10-21,Ria Natt,tdeshpande@example.com,BANGALORE,Mouse,Electronics,5,499,15,74.85,2120.75,Net Banking,Pending
ORD-0323,2026-01-16,Varenya Murthy,mitalinagar@example.com,Chennai,Keyboard,Electronics,2,999,15,149.85,1698.3,Net Banking,Completed
ORD-0324,2026-03-08,Xavier Nanda,ymand@example.com,Ludhiana,Laptop,Electronics,1,55000,0,0.0,55000.0,Credit Card,Pending
ORD-0325,2025-10-15,Ryan Gole,shenoyshaurya@example.com,Delhi,Monitor,Electronics,5,18000,15,2700.0,76500.0,Cash,Pending
ORD-0326,2026-04-01,Ekapad Rege,odewan@example.com,HYDERABAD,Notebook,Stationery,3,120,5,6.0,342.0,Cash,Completed
ORD-0327,2025-08-28,Mitesh Sampath,cborah@example.net,Delhi,Headphones,Electronics,1,2999,15,449.85,2549.15,Credit Card,Returned
ORD-0328,2025-11-29,Yashawini Sahota,parsafrederick@example.org,Hyderabad,Monitor,Electronics,4,18000,5,900.0,68400.0,Debit Card,Pending
ORD-0329,2026-03-21,Isha Ganesan,rattagarima@example.com,Chennai,Keyboard,Electronics,3,999,20,199.8,2397.6,Debit Card,Returned
ORD-0330,2025-07-07,Guneet Kuruvilla,yashvivenkataraman@example.net,Mumbai,Keyboard,Electronics,3,999,10,99.9,2697.3,Debit Card,Completed
ORD-0331,2026-01-07,Sanaya Prasad,xsheth@example.net,Pune,Headphones,Electronics,1,2999,0,0.0,2999.0,Credit Card,Completed
ORD-0332,2026-01-10,Hemani Bakshi,scheema@example.com,Kolkata,Mouse,Electronics,1,499,0,0.0,499.0,Net Banking,Returned
ORD-0333,2026-05-19,Jack Dhar,devika57@example.org,CHENNAI,Desk Chair,Furniture,2,8500,20,1700.0,13600.0,Net Banking,Completed
ORD-0334,2025-12-15,Ijaya Soni,sarmasneha@example.com,Pune,Desk Chair,Furniture,2,8500,5,425.0,16150.0,Cash,Completed
ORD-0335,2025-06-22,Chaitanya Contractor,ozaikbal@example.net,Kolkata,Headphones,Electronics,1,2999,0,0.0,2999.0,Net Banking,Returned
ORD-0336,2099-01-01,Yagnesh Varty,nathanielnarayanan@example.net,CHENNAI,Desk Chair,Furniture,2,8500,10,850.0,15300.0,UPI,Completed
ORD-0337,2025-11-08,Vincent Ravel,quincysankaran@example.com,Pune,Notebook,Stationery,4,120,10,12.0,432.0,Debit Card,Pending
ORD-0338,2025-06-07,Shivani Sanghvi,tagrawal@example.org,Bangalore,Laptop,Electronics,1,55000,5,2750.0,52250.0,Debit Card,Completed
ORD-0339,2025-08-14,Dev Chaudry,jasmitnanda@example.org,Kolkata,Monitor,Electronics,3,18000,0,0.0,54000.0,UPI,Pending
ORD-0340,2025-11-20,Adweta Suri,lipika96@example.net,Ludhiana,Desk Chair,Furniture,3,8500,10,850.0,22950.0,UPI,Returned
ORD-0341,2025-07-10,Indira Shankar,chamelichad@example.net,MUMBAI,Headphones,Electronics,5,2999,0,0.0,14995.0,Credit Card,Completed
ORD-0342,2025-07-18,Jacob Khare,jackson25@example.net,Chennai,Monitor,Electronics,3,18000,20,3600.0,43200.0,Net Banking,Completed
ORD-0343,2025-07-20,Omya Devi,lsampath@example.com,Kolkata,Keyboard,Electronics,2,999,10,99.9,1798.2,Net Banking,Completed
ORD-0344,2026-01-28,Ojas Suri,logan25@example.com,Chennai,Laptop,Electronics,1,55000,0,0.0,55000.0,Cash,Pending
ORD-0345,2026-01-22,Jagrati Andra,mdeshpande@example.com,Bangalore,Headphones,Electronics,2,2999,10,299.9,5398.2,Debit Card,Pending
ORD-0346,2025-12-31,Nilima Swamy,fsawhney@example.org,LUDHIANA,Pen Set,Stationery,2,250,5,12.5,475.0,Net Banking,Completed
ORD-0347,2025-06-28,Thomas Master,maharajumang@example.net,Pune,Headphones,Electronics,5,2999,0,0.0,14995.0,UPI,Completed
ORD-0348,2025-09-16,Tanvi Tandon,comaramrita@example.net,Ludhiana,Pen Set,Stationery,1,-999,5,12.5,237.5,UPI,Pending
ORD-0349,2026-04-11,Benjamin Sastry,pavanichaudry@example.net,Hyderabad,Headphones,Electronics,3,2999,15,449.85,7647.45,UPI,Pending
ORD-0350,2026-04-14,Chameli Bali,wlall@example.org,Kolkata,Headphones,Electronics,2,2999,10,299.9,5398.2,Credit Card,Completed
ORD-0351,2025-11-13,Warjas Kadakia,priya29@example.org,Mumbai,Laptop,Electronics,5,55000,15,8250.0,233750.0,Credit Card,Completed
ORD-0352,2026-03-27,Samuel Bhargava,avni98@example.org,Bangalore,Headphones,Electronics,3,2999,5,149.95,8547.15,Cash,Completed
ORD-0353,2025-09-29,Bimala Loke,deshmukhnisha@example.org,Pune,Monitor,Electronics,5,18000,20,3600.0,72000.0,UPI,Completed
ORD-0354,2025-09-11,Kevin Krish,ekantakota@example.net,Pune,Desk Chair,Furniture,5,8500,0,0.0,42500.0,Net Banking,Returned
ORD-0355,2025-10-26,Lucky Luthra,cprashad@example.org,Chennai,Pen Set,Stationery,2,250,5,12.5,475.0,Net Banking,Completed
ORD-0356,2026-01-28,Neha Varma,jyoti77@example.com,Hyderabad,Notebook,Stationery,5,120,5,6.0,570.0,Credit Card,Completed
ORD-0357,2026-01-08,Girik Shanker,dev86@example.org,Ludhiana,Notebook,Stationery,2,120,0,0.0,240.0,Credit Card,Returned
ORD-0358,2025-11-09,Warda Loyal,bhanumati58@example.net,Ludhiana,Pen Set,Stationery,4,250,0,0.0,1000.0,Debit Card,Completed
ORD-0359,2025-07-16,Hemal Bava,chaudharytripti@example.org,Chennai,Monitor,Electronics,4,18000,20,3600.0,57600.0,Credit Card,Completed
ORD-0360,2025-07-14,Ridhi Shan,sanghasamaksh@example.net,Mumbai,Laptop,Electronics,3,55000,15,8250.0,140250.0,Debit Card,Returned
ORD-0361,2026-05-15,Chasmum Dutt,,Hyderabad,Notebook,Stationery,4,120,0,0.0,480.0,Net Banking,Completed
ORD-0362,2025-10-18,Charles Randhawa,vivaan61@example.net,Hyderabad,Notebook,Stationery,2,120,0,0.0,240.0,Credit Card,Completed
ORD-0363,2025-07-02,Tanay Sood,deoupkaar@example.net,Mumbai,Desk Chair,Furniture,2,8500,0,0.0,17000.0,Cash,Completed
ORD-0364,2026-02-15,Aditya Anand,jai62@example.com,BANGALORE,Headphones,Electronics,1,2999,15,449.85,2549.15,UPI,Pending
ORD-0365,2025-06-23,Leela Chakraborty,chauhandhriti@example.com,Pune,Keyboard,Electronics,4,999,15,149.85,3396.6,Cash,Completed
ORD-0366,2026-05-04,Laksh Raja,lukebiswas@example.net,Delhi,Notebook,Stationery,3,120,0,0.0,360.0,UPI,Pending
ORD-0367,2025-12-31,Nitesh Sarraf,tanay26@example.net,Delhi,Desk Chair,Furniture,5,8500,15,1275.0,36125.0,Credit Card,Returned
ORD-0368,2026-02-17,Teerth Chadha,deyjatin@example.net,Kolkata,Keyboard,Electronics,1,999,20,199.8,799.2,Cash,Completed
ORD-0369,2026-03-06,Indali Sanghvi,logan34@example.net,Ludhiana,Notebook,Stationery,1,120,0,0.0,120.0,Net Banking,Pending
ORD-0370,2025-06-28,Bhavani Bala,samesh89@example.net,Pune,Mouse,Electronics,3,499,0,0.0,1497.0,Net Banking,Pending
ORD-0371,2025-08-08,Chakrika Bhagat,wardaraju@example.org,Pune,Headphones,Electronics,2,2999,20,599.8,4798.4,Debit Card,Completed
ORD-0372,2025-08-28,Ekavir Wable,pateledhitha@example.org,PUNE,Mouse,Electronics,3,499,0,0.0,1497.0,Debit Card,Completed
ORD-0373,2025-10-24,Jasmit Gera,bbora@example.net,Ludhiana,Laptop,Electronics,3,55000,20,11000.0,132000.0,Net Banking,Completed
ORD-0374,2025-06-22,Adweta Kale,bhasinmitali@example.net,Kolkata,Keyboard,Electronics,5,999,20,199.8,3996.0,Cash,Pending
ORD-0375,2025-09-15,Pallavi Ratti,yadavmichael@example.com,Mumbai,Pen Set,Stationery,1,250,5,12.5,237.5,Credit Card,Completed
ORD-0376,2025-06-28,Farhan Vaidya,nachiketyadav@example.com,Delhi,Headphones,Electronics,3,2999,0,0.0,8997.0,Debit Card,Returned
